번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
104,부림동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2013-07,경기도 안양시 동안구 달안로 154,경기도 안양시 동안구 부림동 1588-1,경기도 안양시,031-8045-4560,37.3987684,126.959451,2020-08-11
105,중앙공원,중앙공원 내,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 동안구 관평로 149,경기도 안양시 동안구 평안동 895,경기도 안양시,031-8045-2320,37.390557,126.959694,2020-08-11
106,학운공원,학운공원 전시실,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2011-07,경기도 안양시 동안구 경수대로868번길 16,경기도 안양시 동안구 비산동 1100,경기도 안양시,031-8045-2320,37.399023,126.949068,2020-08-11
107,학운공원,학운공원 운동장,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 동안구 경수대로868번길 16,경기도 안양시 동안구 비산동 1100,경기도 안양시,031-8045-2320,37.399023,126.949068,2020-08-11
108,학원공원 산책로,학운공원 산책로,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 동안구 경수대로868번길 16,경기도 안양시 동안구 비산동 1100,경기도 안양시,031-8045-2320,37.399023,126.949068,2020-08-11
109,하천(쌍개울천),쌍개울 매점,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 동안구 경수대로883번길 13,경기도 안양시 동안구 비산동 593,경기도 안양시,031-8045-2320,37.395022,126.938087,2020-08-11
110,하천(비산대교),비산대교,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 동안구 경수대로883번길 13,경기도 안양시 동안구 비산동 593,경기도 안양시,031-8045-2320,37.395022,126.938087,2020-08-11
111,하천(안일교),안일교,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 만안구 안양1동 1157-1,경기도 안양시 만안구 안양동 1157-1,경기도 안양시,031-8045-2320,37.401506,126.927511,2020-08-11
112,하천(안양대교),안양대교,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 만안구 석수2동 679,경기도 안양시 만안구 석수동 679,경기도 안양시,031-8045-2320,37.409263,126.912428,2020-08-11
113,하천(충훈1교),충훈1교,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 만안구 석수3동 666-1,경기도 안양시 만안구 석수동 666-1,경기도 안양시,031-8045-2320,37.405178,126.902355,2020-08-11
114,하천(충훈2교),충훈2교,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 만안구 석수3동 706-15,경기도 안양시 만안구 석수동 706-15,경기도 안양시,031-8045-2320,37.404324,126.896077,2020-08-11
115,안양시청,시청별관,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 동안구 시민대로 235,경기도 안양시 만안구 관양동 1590,경기도 안양시,031-8045-2320,37.39429845,126.956806,2020-08-11
116,중앙시장,중앙시장,경기도,안양시,서민·복지시설,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 만안구 안양로291번길 34,경기도 안양시 만안구 안양동 676-45,경기도 안양시,031-8045-2320,37.398169,126.917605,2020-08-11
117,남부시장,남부시장,경기도,안양시,서민·복지시설,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 만안구 장내로140번길 51,경기도 안양시 만안구 안양동 622-378,경기도 안양시,031-8045-2320,37.395912,126.925114,2020-08-11
118,박달시장,박달시장,경기도,안양시,서민·복지시설,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 만안구 박달우회로124번길 41,경기도 안양시 만안구 박달동 52-1,경기도 안양시,031-8045-2320,37.4057284,126.909751,2020-08-11
119,호계시장,호계시장,경기도,안양시,서민·복지시설,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 동안구 흥안대로133번길 34,경기도 안양시 동안구 호계동 997,경기도 안양시,031-8045-2320,37.372467,126.959098,2020-08-11
120,관양시장,관양시장,경기도,안양시,서민·복지시설,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 동안구 관평로 317,경기도 안양시 동안구 관양동 1530,경기도 안양시,031-8045-2320,37.405935,126.961718,2020-08-11
121,시외버스정류장_안양역,안양역,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 만안구 안양로314번길 27,경기도 안양시 만안구 안양동 668-29,경기도 안양시,031-8045-2320,37.400915,126.921499,2020-08-11
122,시외버스정류장_킹덤웨딩,킹덤웨딩홀,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 만안구 안양로 343,경기도 안양시 만안구 안양동 695-150,경기도 안양시,031-8045-2320,37.401972,126.9182374,2020-08-11
123,시외버스정류장_호계하행,호계하행,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 동안구 경수대로 713,경기도 안양시 동안구 호계동 918-22,경기도 안양시,031-8045-2320,37.385257,126.951063,2020-08-11
124,중앙공원2,중앙공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 동안구 관평로 149,경기도 안양시 동안구 평안동 895,경기도 안양시,031-8045-2320,37.389383,126.961155,2020-08-11
125,삼덕공원,삼덕공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 만안구 삼덕로 106,경기도 안양시 만안구 안양동 782-19,경기도 안양시,031-8045-2320,37.398537,126.917765,2020-08-11
126,병목안 시민공원1,시민공원 화장실,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 782-19,경기도 안양시,031-8045-2320,37.385087,126.907448,2020-08-11
127,병목안 시민공원2,시민공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2018-07,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 782-19,경기도 안양시,031-8045-2320,37.385087,126.907448,2020-08-11
128,병목안 시민공원3,시민공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 782-19,경기도 안양시,031-8045-2320,37.385087,126.907448,2020-08-11
129,병목안 시민공원4,시민공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2020-07,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 782-19,경기도 안양시,031-8045-2320,37.385087,126.907448,2020-08-11
130,안양시청,시청본관 1층,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 동안구 시민대로 235,경기도 안양시 동안구 관양동 1590,경기도 안양시,031-8045-2320,37.394063,126.956451,2020-08-11
131,안양예술공원1,안양예술공원1,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2018-07,경기도 안양시 만안구 예술공원로 131,경기도 안양시 만안구석수동 산 24-25,경기도 안양시,031-8045-2320,37.419666,126.926958,2020-08-11
132,안양예술공원2,안양예술공원2,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2018-07,경기도 안양시 만안구 예술공원로 131,경기도 안양시 만안구석수동 산 24-25,경기도 안양시,031-8045-2320,37.419666,126.926958,2020-08-11
133,안양예술공원3,안양예술공원3,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2018-07,경기도 안양시 만안구 예술공원로 131,경기도 안양시 만안구석수동 산 24-25,경기도 안양시,031-8045-2320,37.419666,126.926958,2020-08-11
134,중앙공원,작은도서관,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2018-07,경기도 안양시 동안구 관평로 149,경기도 안양시 동안구 평안동 895,경기도 안양시,031-8045-2320,37.389587,126.9324699,2020-08-11
135,평촌공원,평촌공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2018-07,경기도 안양시 동안구 관평로 213,경기도 안양시 동안구 부림동 1589-2,경기도 안양시,031-8045-2320,37.395408,126.957433,2020-08-11
136,중앙공원 인라인스테이트장1,인라인스케이트장 1,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5,경기도 안양시,031-8045-2320,37.391308,126.958241,2020-08-11
137,중앙공원 인라인스테이트장2,인라인스케이트장 2,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5,경기도 안양시,031-8045-2320,37.391308,126.958241,2020-08-11
138,병목안캠핑장1,병목안캠핑장1,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 병목안로247번길 37,경기도 안양시 만안구 안양동 산 81-10,경기도 안양시,031-8045-2320,37.38265998,126.910556,2020-08-11
139,병목안캠핑장2,병목안캠핑장2,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 병목안로247번길 37,경기도 안양시 만안구 안양동 산 81-10,경기도 안양시,031-8045-2320,37.38265998,126.910556,2020-08-11
140,병목안캠핑장3,병목안캠핑장3,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 병목안로247번길 37,경기도 안양시 만안구 안양동 산 81-10,경기도 안양시,031-8045-2320,37.38265998,126.910556,2020-08-11
141,명학공원,명학공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 안양로 111,경기도 안양시 만안구 안양동 572,경기도 안양시,031-8045-2320,37.384481,126.9327854,2020-08-11
142,버스정류장1,인덕원 삼성아파트,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 동안구 안양판교로 14,경기도 안양시 동안구 관양동 1505-8,경기도 안양시,031-8045-2320,37.400769,126.9777416,2020-08-11
143,버스정류장2,비산사거리.이마트,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 동안구 관악대로 103,경기도 안양시 동안구 비산동 550-1,경기도 안양시,031-8045-2320,37.398899,126.935242,2020-08-11
144,버스정류장3,인덕원역4호선,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 동안구 안양시 동안구관양동 107-3,경기도 안양시 동안구 관양동 107-3,경기도 안양시,031-8045-2320,37.404633,126.972889,2020-08-11
145,버스정류장4,비산사거리 이마트,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 동안구 관악대로 103,경기도 안양시 동안구 비산동 585,경기도 안양시,031-8045-2320,37.398886,126.935242,2020-08-11
146,버스정류장5,포도원.현대.대림아파트,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 동안구 호계동 813,경기도 안양시 동안구 호계동 813,경기도 안양시,031-8045-2320,37.363174,126.961168,2020-08-11
147,버스정류장6,관양중학교,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 동안구 관양동 1420-39,경기도 안양시 동안구 관양동 1420-39,경기도 안양시,031-8045-2320,37.403972,126.961227,2020-08-11
148,버스정류장7,안양역(앞),경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 만안로 231,경기도 안양시 만안구 안양동 1189-1,경기도 안양시,031-8045-2320,37.401307,126.922265,2020-08-11
149,버스정류장8,교보생명(킹덤웨딩홀.요양원)),경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 안양로 331,경기도 안양시 만안구 안양동 695-210,경기도 안양시,031-8045-2320,37.401387,126.919028,2020-08-11
150,버스정류장9,2001아울렛(벽산상가),경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 안양로 265,경기도 안양시 만안구 안양동 627-252,경기도 안양시,031-8045-2320,37.396174,126.923392,2020-08-11
151,버스정류장10,성결대학.안양아트센터.명학역,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 안양로 111,경기도 안양시 만안구 안양동 572-5,경기도 안양시,031-8045-2320,37.384441,126.933154,2020-08-11
152,버스정류장11,성결대학.안양아트센터.명학역,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 안양로 104,경기도 안양시 만안구 안양동 534-1,경기도 안양시,031-8045-2320,37.384346,126.933576,2020-08-11
153,버스정류장12,안양시외버스정류장(상향),경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 안양로 340,경기도 안양시 만안구 안양동 689-147,경기도 안양시,031-8045-2320,37.401968,126.918927,2020-08-11
154,버스정류장13,명학역,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 만안로 29,경기도 안양시 만안구 안양동 533-16,경기도 안양시,031-8045-2320,37.385694,126.934625,2020-08-11
155,평촌학원가1,버스정류장 앞,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 동안구 평촌대로 130,경기도 안양시 동안구 평촌동 900-9,경기도 안양시,031-8045-2320,37.383852,126.960663,2020-08-11
156,평촌학원가2,gs25앞,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 동안구 평촌대로 121,경기도 안양시 동안구 호계동 1065-3,경기도 안양시,031-8045-2320,37.382518,126.960377,2020-08-11
157,안양시 만안구청,민원실과 강당과 상황실과 복도,경기도,안양시,관공서,경기도 안양시,PublicWiFi@anyang,2012-12,경기도 안양시 만안구 안양로 128,경기도 안양시 만안구 안양동 530,경기도 안양시 만안구청(행정지원과),031-8045-3200,37.386649,126.932418,2020-08-11
158,안양1동 주민센터,민원실과 남자공부방과 여자공부방,경기도,안양시,관공서,경기도 안양시,PublicWiFi@anyang,2013-06,경기도 안양시 만안구 장내로 170,경기도 안양시 만안구 안양동 1383,경기도 안양시 만안구청(행정지원과),031-8045-3200,37.3991342,126.9259399,2020-08-11
159,안양2동 주민센터,민원실과 공부방과 교육장,경기도,안양시,관공서,경기도 안양시,PublicWiFi@anyang,2013-06,경기도 안양시 만안구 안양로384번길 50,경기도 안양시 만안구 안양동 842-2,경기도 안양시 만안구청(행정지원과),031-8045-3200,37.4050575,126.9177838,2020-08-11
